full_name,unique_id,full_name,electoral_district,category_declaration,income_category,income_description,income_value,income_value_clean,taxes_value,property_category,property_description,property_location,property_date,property_legal,deposits_description,deposits_value,deposits_value_clean,other_financial_category,other_financial_description,other_financial_euros,other_financial_clean,vehicles_date,vehicles_description,other_nocat_description,other_nocat_value,debt_institution,debt_date,debt_amount,debt_amount_remain,debt_other,comments
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,deposits,,,,,,,,,,,3 planes de ahorro,"46,637,57",46637.57,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,deposits,,,,,,,,,,,Depósitos en cuentas corrientes,"101,935,57",101935.57,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Adquisición de nueva vivienda en Granada y actualización de la cantidad depositada en cuentas corrientes
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Rendimientos netos del trabajo,"45,863,16",45863.16,,,,,,,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,rentas,"Dividendos y partcipación en beneficios de sociedades, comunidades o entidades de cualquier clase",Dividendos de acciones cotizadas en bolsa,"315,10",315.1,,,,,,,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,rentas,Otras rentas o percepciones de cualquier clase,Arrendamiento vivienda,4600,4600,,,,,,,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,rentas,"Acciones y participaciones en todo tipo de sociedades, entidades con valor economico y cooperativas",574 acciones de sociedad que cotiza en bolsa,"5,460,47",5460.47,,,,,,,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,rentas,"Acciones y participaciones en todo tipo de sociedades, entidades con valor economico y cooperativas",146 acciones de sociedad que cotiza en bolsa,"918,34",918.34,,,,,,,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,rentas,"Acciones y participaciones en todo tipo de sociedades, entidades con valor economico y cooperativas",100 acciones de sociedad que cotiza en bolsa,2582,2582,,,,,,,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,rentas,"Otros bienes, rentas o derechos de contenido económico no declarados en apartados anteriores",Planes de pensiones,"19,382,02",19382.02,,,,,,,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,rentas,"Otros bienes, rentas o derechos de contenido económico no declarados en apartados anteriores",Micreocredito PSOE,"3,025,56",3025.56,,,,,,,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,vehiculos,,,,,,,,,,,,,,,,,,2000,Seat Toledo Tdi 110 CV,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,vehiculos,,,,,,,,,,,,,,,,,,2008,Seat Ibiza Tdi 90 CV,,,,,,,,
MARÍA LUISA GARCÍA GURRUTXAGA,MaríaLuisaGarcíaGurrutxaga,MARÍA LUISA GARCÍA GURRUTXAGA,Gipuzkoa,cantidad pagada por irpf,,,,,10475.67,,,,,,,,,,,,,,,,,,,,,,
MARÍA LUISA GARCÍA GURRUTXAGA,MaríaLuisaGarcíaGurrutxaga,MARÍA LUISA GARCÍA GURRUTXAGA,,deposits,,,,,,,,,,,Cuatro cuentas corrientes,50843.71,50843.71,,,,,,,,,,,,,,
MARÍA LUISA GARCÍA GURRUTXAGA,MaríaLuisaGarcíaGurrutxaga,MARÍA LUISA GARCÍA GURRUTXAGA,,deposits,,,,,,,,,,,Plan de pensiones Baskepensiones,23112.48,23112.48,,,,,,,,,,,,,,
MARÍA LUISA GARCÍA GURRUTXAGA,MaríaLuisaGarcíaGurrutxaga,MARÍA LUISA GARCÍA GURRUTXAGA,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Sueldo funcionaria gobierno Vasco,49884.18,49884.18,,,,,,,,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,PALENCIA,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Vivienda y garage,Valladolid,2021,"Pleno dominio, compraventa",,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Vivienda no ganancial,Valladolid,2021,"Pleno dominio, herencia",,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,bienes patrimoniales,,,,,,Bienes de naturaleza rústica,1/10 de un inmueble rústico de herencia paterna,"Ríocerezo, Burgos",2021,Herencia compartida,,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Vivienda,Valladolid,2022,"Pleno dominio, compraventa",,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,cantidad pagada por irpf,,,,,16253.64,,,,,,,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,deposits,,,,,,,,,,,"Suma de saldos de cuentas, depósitos de dos entidades al 15/10/19",363879.14,363879.14,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,deposits,,,,,,,,,,,Suma de saldos en dos  cuentas BBVA y Santander,298218,298218,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,deposits,,,,,,,,,,,Suma de saldos en dos  cuentas BBVA y Santander,122234.69,122234.69,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 1/02/22
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 1/02/22
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 1/02/22
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 1/02/22
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 1/02/22
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 1/02/22
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 1/02/22
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 1/02/22
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 31/01/23
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 31/01/23
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 31/01/23
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Herencia por fallecimiento de la madre
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 31/01/23
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 31/01/23
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 31/01/23
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 31/01/23
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 31/01/23
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Devolución parcial del microcrédito. Información actualizada mediante declaración de fecha 31/01/23
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Información actualizada mediante declaración de fecha 31/01/23
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Devolución parcial del microcrédito.
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros,,,,,,,,,,,,,,,,,,,,"Planes de pensiones o previsión, no ganacial (fecha 15/10/19)",31539.38,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros,,,,,,,,,,,,,,,,,,,,"Microcrédito PSOE. Campañas electorales 2019: Generales, Municipales, europeas y autonómicas ",40000,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros,,,,,,,,,,,,,,,,,,,,Plan pensiones BBVA. Protección 2025,41733.99,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros,,,,,,,,,,,,,,,,,,,,"Plan Pensiones BBVA, Plan Multiactivo moderado",25209,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros,,,,,,,,,,,,,,,,,,,,Microcrédito PSOE,6666,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros,,,,,,,,,,,,,,,,,,,,Plan pensiones BBVA. Protección 2025,40788.94,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros,,,,,,,,,,,,,,,,,,,,"Plan Pensiones BBVA, Plan Multiactivo moderado",23962.12,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros,,,,,,,,,,,,,,,,,,,,Microcrédito PSOE,3300,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.","Fondos de inversión en BBVA y bonos dólar nuda propiedad compartida, no ganancial (al 15/10/19)",22272.24,22272.24,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.",Valores en Santander 20 acciones,100,100,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.","Fondos de inversión en BBVA y bonos dólar, no ganancial",10895.92,10895.92,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.",Valores en Santander,71.83,71.83,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.","Fondo de inversión Quality Inversión Moderada, no gananciales",156813.57,156813.57,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.",Depósito creciente 0.35 - 1- 1..65,50000,50000,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.","Fondos de inversión en BBVA y bonos dólar, no ganancial",11482.71,11482.71,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.",Valores en Santander,69.78,69.78,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.","Fondo de inversión Quality Inversión Moderada, no gananciales",148592.59,148592.59,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.",BBVA bonos 2025 II. FI,19865.46,19865.46,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.",BBVA rentabilidad ahorro corto plazo FI,100032.69,100032.69,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Trienios antigüedad de la Junta de Castilla y León 2018 ,4682.81,4682.81,,,,,,,,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",Banco Santander y BBVA,170.58,170.58,,,,,,,,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,rentas,Otras rentas o percepciones de cualquier clase,Alquiler de vivienda ,6240,6240,,,,,,,,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Trienios antigüedad de la Junta de Castilla y León 2020 ,5071,5071,,,,,,,,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",Banco Santander y BBVA,75,75,,,,,,,,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,rentas,Otras rentas o percepciones de cualquier clase,Alquiler de vivienda ,13080,13080,,,,,,,,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Trienios antigüedad de la Junta de Castilla y León 2021,5567.22,5567.22,,,,,,,,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",Banco Santander y BBVA,0.41,0.41,,,,,,,,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,rentas,Otras rentas o percepciones de cualquier clase,Arrendamiento de viviendas ,2271.58,2271.58,,,,,,,,,,,,,,,,,,,,,,,
MARÍA LUZ MARTÍNEZ SEIJO,MaríaLuzMartínezSeijo,MARÍA LUZ MARTÍNEZ SEIJO,,vehiculos,,,,,,,,,,,,,,,,,,2021,Renault Arkana ,,,,,,,,
MARÍA MERCÉ PEREA I CONILLAS,MaríaMercéPereaIConillas,MARÍA MERCÉ PEREA I CONILLAS,BARCELONA,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Vivienda,Torre endomenech,2020,50% compraventa,,,,,,,,,,,,,,,,,
MARÍA MERCÉ PEREA I CONILLAS,MaríaMercéPereaIConillas,MARÍA MERCÉ PEREA I CONILLAS,,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Vivienda,Tarragona,2021,70% compraventa,,,,,,,,,,,,,,,,,
MARÍA MERCÉ PEREA I CONILLAS,MaríaMercéPereaIConillas,MARÍA MERCÉ PEREA I CONILLAS,,cantidad pagada por irpf,,,,,14604.14,,,,,,,,,,,,,,,,,,,,,,
MARÍA MERCÉ PEREA I CONILLAS,MaríaMercéPereaIConillas,MARÍA MERCÉ PEREA I CONILLAS,,deposits,,,,,,,,,,,Cuatro cuentas corrientes,"13,068,50",13068.5,,,,,,,,,,,,,,
MARÍA MERCÉ PEREA I CONILLAS,MaríaMercéPereaIConillas,MARÍA MERCÉ PEREA I CONILLAS,,deposits,,,,,,,,,,,Plan de pensiones Caixa Ambicio,9122.1,9122.1,,,,,,,,,,,,,,
MARÍA MERCÉ PEREA I CONILLAS,MaríaMercéPereaIConillas,MARÍA MERCÉ PEREA I CONILLAS,,deposits,,,,,,,,,,,Plan de pensiones Caixa largo plazo,24791.93,24791.93,,,,,,,,,,,,,,
MARÍA MERCÉ PEREA I CONILLAS,MaríaMercéPereaIConillas,MARÍA MERCÉ PEREA I CONILLAS,,dueda,,,,,,,,,,,,,,,,,,,,,,100% Crédito abierto Hipoteca abierta,36132,187500,179624.44,179624.44,
MARÍA MERCÉ PEREA I CONILLAS,MaríaMercéPereaIConillas,MARÍA MERCÉ PEREA I CONILLAS,,dueda,,,,,,,,,,,,,,,,,,,,,,100% préstamo Cajamar,40478,"150,00",53792.22,53792.22,
MARÍA MERCÉ PEREA I CONILLAS,MaríaMercéPereaIConillas,MARÍA MERCÉ PEREA I CONILLAS,,rentas,Otras rentas o percepciones de cualquier clase,Rendimientos arrendamientos bienes inmuebles (ejercicio 2020),12513.59,12513.59,,,,,,,,,,,,,,,,,,,,,,,
MARÍA TERESA LÓPEZ ÁLVAREZ,MaríaTeresaLópezÁlvarez,MARÍA TERESA LÓPEZ ÁLVAREZ,CEUTA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana ,Piso Ceuta 119.5m2,Ceuta,2010,Comunidad de bienes compraventa 50%,,,,,,,,,,,,,,,,,
MARÍA TERESA LÓPEZ ÁLVAREZ,MaríaTeresaLópezÁlvarez,MARÍA TERESA LÓPEZ ÁLVAREZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana ,Viviendo Estepona 142m2,Estepona,2020,50% propiedad,,,,,,,,,,,,,,,,,
MARÍA TERESA LÓPEZ ÁLVAREZ,MaríaTeresaLópezÁlvarez,MARÍA TERESA LÓPEZ ÁLVAREZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana ,Vivienda Algecíras 91.42 m2,Algeciras,2020,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
MARÍA TERESA LÓPEZ ÁLVAREZ,MaríaTeresaLópezÁlvarez,MARÍA TERESA LÓPEZ ÁLVAREZ,,cantidad pagada por irpf,,,,,0,,,,,,,,,,,,,,,,,,,,,,
MARÍA TERESA LÓPEZ ÁLVAREZ,MaríaTeresaLópezÁlvarez,MARÍA TERESA LÓPEZ ÁLVAREZ,,deposits,,,,,,,,,,,Depósito cuenta corriente,3517,3517,,,,,,,,,,,,,,
MARÍA TERESA LÓPEZ ÁLVAREZ,MaríaTeresaLópezÁlvarez,MARÍA TERESA LÓPEZ ÁLVAREZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Prestamo hipotecario 50%,2010,275000,"216,440,94",216440.94,
MARÍA TERESA LÓPEZ ÁLVAREZ,MaríaTeresaLópezÁlvarez,MARÍA TERESA LÓPEZ ÁLVAREZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Prestamo hipotecario 50%,2020,116000,"115,681,07",115681.07,
MARÍA TERESA LÓPEZ ÁLVAREZ,MaríaTeresaLópezÁlvarez,MARÍA TERESA LÓPEZ ÁLVAREZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Prestamo hipotecario 100%,2022,208500,"207,441,72",207441.72,
MARÍA TERESA LÓPEZ ÁLVAREZ,MaríaTeresaLópezÁlvarez,MARÍA TERESA LÓPEZ ÁLVAREZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Prestamo hipotecario 100%,2020,116000,"109,545,07",109545.07,
MARÍA TERESA LÓPEZ ÁLVAREZ,MaríaTeresaLópezÁlvarez,MARÍA TERESA LÓPEZ ÁLVAREZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Actividades economicas,"21,418,99",21418.99,,,,,,,,,,,,,,,,,,,,,,,
MARÍA TERESA LÓPEZ ÁLVAREZ,MaríaTeresaLópezÁlvarez,MARÍA TERESA LÓPEZ ÁLVAREZ,,rentas,Otras rentas o percepciones de cualquier clase,Suma de imputaciones de renta inmobiliaria,"455,23",455.23,,,,,,,,,,,,,,,,,,,,,,,
MARÍA TERESA LÓPEZ ÁLVAREZ,MaríaTeresaLópezÁlvarez,MARÍA TERESA LÓPEZ ÁLVAREZ,,rentas,"Acciones y participaciones en todo tipo de sociedades, entidades con valor economico y cooperativas",Plan pensiones,7977.54,7977.54,,,,,,,,,,,,,,,,,,,,,,,
MARÍA TERESA LÓPEZ ÁLVAREZ,MaríaTeresaLópezÁlvarez,MARÍA TERESA LÓPEZ ÁLVAREZ,,vehiculos,,,,,,,,,,,,,,,,,,1979,Volkswagen Jetta,,,,,,,,
MARIANO SÁNCHEZ ESCOBAR,MarianoSánchezEscobar,MARIANO SÁNCHEZ ESCOBAR,BADAJOZ,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Vivienda unifamiliar,Badajoz,2020,ganancial herencia 50%,,,,,,,,,,,,,,,,,
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,HUESCA,cantidad pagada por irpf,,,,,27132.19,,,,,,,,,,,,,,,,,,,,,,
MARIO GARCES SANAGUSTIN,MarioGarcesSanagustin,MARIO GARCES SANAGUSTIN,,deposits,,,,,,,,,,,Cuentas,44339.1,44339.1,,,,,,,,,,,,,,
