name,type,value
FRANCISCO JAVIER DE LUCAS MARTÍN,deudas,15700.00
FRANCISCO JAVIER FRAGOSO MARTÍNEZ,deudas,100100.29
FRANCISCO JAVIER LACALLE LACALLE,deudas,16360.00
FRANCISCO JAVIER MÁRQUEZ SÁNCHEZ,deudas,97000.00
FRANCISCO JOSÉ FERNÁNDEZ PÉREZ,deudas,52275.00
FRANCISCO JOSÉ FERNÁNDEZ PÉREZ,deudas,141656.38
FRANCISCO MANUEL FAJARDO PALAREA,deudas,17693.17
FRANCISCO MARTÍN BERNABÉ PÉREZ,deudas,39000.00
FRANCISCO MARTÍN BERNABÉ PÉREZ,deudas,31000.00
GERARDO MARTÍNEZ MARTÍNEZ,deudas,11877.48
GERARDO MARTÍNEZ MARTÍNEZ,deudas,54076.29
GONZALO JESÚS ROBLES OROZCO,deudas,24500.00
GONZALO PALACÍN GUARNÉ,deudas,212603.84
GONZALO PALACÍN GUARNÉ,deudas,16638.48
GONZALO PALACÍN GUARNÉ,deudas,41511.55
GORKA ELEJABARRIETA DÍAZ,deudas,202587.23
GORKA ELEJABARRIETA DÍAZ,deudas,3384.31
GREGORIO JESÚS FERNÁNDEZ VAQUERO,deudas,49778.00
IDURRE BIDEGUREN GABANTXO,deudas,195097.69
IMANOL LANDA JÁUREGUI,deudas,134028.53
IMANOL LANDA JÁUREGUI,deudas,261050.45
INÉS MARÍA PLAZA GARCÍA,deudas,131056.45
INÉS MARÍA PLAZA GARCÍA,deudas,21782.20
JACOBO GONZÁLEZ-ROBATTO PEROTE,deudas,292240.65
JACOBO GONZÁLEZ-ROBATTO PEROTE,deudas,13166.87
JAVIER GARCINUÑO RAMA,deudas,915.00
JAVIER GARCINUÑO RAMA,deudas,7643.00
JAVIER IGNACIO MAROTO ARANZÁBAL,deudas,114679.60
JAVIER IGNACIO MAROTO ARANZÁBAL,deudas,293111.57
JAVIER SANTIAGO VÉLEZ,deudas,25000.00
JESÚS GONZÁLEZ MÁRQUEZ,deudas,19624.40
JESÚS GONZÁLEZ MÁRQUEZ,deudas,5430.49
JESÚS GONZÁLEZ MÁRQUEZ,deudas,68614.16
JESÚS GONZÁLEZ MÁRQUEZ,deudas,6213.87
JESÚS MARTÍN RODRÍGUEZ,deudas,42131.75
JESÚS VÁZQUEZ ABAD,deudas,7150.89
JESÚS VÁZQUEZ ABAD,deudas,59413.96
JOAQUÍN EGEA SERRANO,deudas,962.60
JOAQUÍN EGEA SERRANO,deudas,9054.35
JOKIN BILDARRATZ SORRON,deudas,94160.38
JOKIN BILDARRATZ SORRON,deudas,105664.08
JORDI LÓPEZ RAVANALS,deudas,52652.37
JORDI LÓPEZ RAVANALS,deudas,81201.26
JORDI LÓPEZ RAVANALS,deudas,198424.44
JORDI LÓPEZ RAVANALS,deudas,185163.37
JORDI LÓPEZ RAVANALS,deudas,7718.20
JORDI MARTÍ DEULOFEU,deudas,10156.59
JOSÉ ANTONIO MONAGO TERRAZA,deudas,54349.84
JOSÉ ANTONIO ROBLES RODRÍGUEZ,deudas,31927.06
JOSÉ ANTONIO ROBLES RODRÍGUEZ,deudas,124948.00
JOSÉ ANTONIO ROBLES RODRÍGUEZ,deudas,107247.80
JOSÉ AURELIO AGUILAR ROMÁN,deudas,23046.65
JOSÉ CARMELO CEPEDA GARCÍA DE LEÓN,deudas,50548.00
JOSÉ ENRIQUE SÁNCHEZ NÚÑEZ,deudas,96919.70
JOSÉ ENRIQUE SÁNCHEZ NÚÑEZ,deudas,14874.21
JOSÉ IGNACIO LANDALUCE CALLEJA,deudas,277695.00
JOSÉ JULIÁN GREGORIO LÓPEZ,deudas,199316.98
JOSÉ LATORRE RUIZ,deudas,39635.00
JOSÉ LATORRE RUIZ,deudas,49030.00
JOSÉ LATORRE RUIZ,deudas,9877.00
JOSÉ LATORRE RUIZ,deudas,99588.50
JOSÉ LUIS GONZÁLEZ LA MOLA,deudas,1700.00
JOSÉ LUIS SANZ RUIZ,deudas,238776.00
JOSÉ MANUEL DE LA VEGA CARRERA,deudas,9939.24
JOSÉ MANUEL MARÍN GASCÓN,deudas,62620.05
JOSÉ MANUEL MARÍN GASCÓN,deudas,5423.06
JOSÉ MANUEL MARÍN GASCÓN,deudas,1127.39
JOSÉ MANUEL MARÍN GASCÓN,deudas,204.19
JOSÉ MARÍA BARRIOS TEJERO,deudas,25854.03
JOSÉ MARÍA BARRIOS TEJERO,deudas,14469.10
JOSÉ MARÍA OLEAGA ZALVIDEA,deudas,29033.00
JOSÉ MIGUEL FERNÁNDEZ VIADERO,deudas,37032.83
JOSÉ VICENTE MARÍ BOSÓ,deudas,279838.81
JOSEFA INMACULADA GONZÁLEZ BAYO,deudas,14220.94
JOSEFA INMACULADA GONZÁLEZ BAYO,deudas,8098.62
JOSEFINA ANTONIA BUENO ALONSO,deudas,85653.77
JOSEP MARIA CERVERA PINART,deudas,26634.75
JOSEP MARIA CERVERA PINART,deudas,65900.39
JOSEP MARIA MATAMALA ALSINA,deudas,58987.19
JOSEP RUFÀ GRÀCIA,deudas,9711.00
JOSEP RUFÀ GRÀCIA,deudas,12256.00
JUAN ANTONIO GILABERT SÁNCHEZ,deudas,29422.49
JUAN ANTONIO GILABERT SÁNCHEZ,deudas,6300.00
JUAN CARLOS FRANCISCO RIVERA,deudas,29527.00
JUAN CARLOS MEDINA MARTÍNEZ,deudas,174419.00
JUAN JOSÉ IMBRODA ORTIZ,deudas,237000.00
JUAN JOSÉ IMBRODA ORTIZ,deudas,11400.00
JUAN JOSÉ IMBRODA ORTIZ,deudas,4000.00
JUAN MARÍA VÁZQUEZ ROJAS,deudas,120087.50
JUAN MARÍA VÁZQUEZ ROJAS,deudas,34304.50
JUAN PABLO MARTÍN MARTÍN,deudas,132077.48
JULIA MARÍA LIBERAL LIBERAL,deudas,51145.85
JULIA MARÍA LIBERAL LIBERAL,deudas,16021.78
LAURA CASTEL FORT,deudas,28349.34
LOURDES RETUERTO RODRÍGUEZ,deudas,22000.00
LUIS ALBERTO PLAZA MARTÍN,deudas,308000.00
LUIS ALBERTO PLAZA MARTÍN,deudas,18000.00
LUIS JESÚS URIBE-ETXEBARRIA APALATEGUI,deudas,51232.34
LUIS JESÚS URIBE-ETXEBARRIA APALATEGUI,deudas,50825.04
LUIS JESÚS URIBE-ETXEBARRIA APALATEGUI,deudas,11973.42
MANUEL ÁNGEL FERNÁNDEZ PALOMINO,deudas,103224.00
MANUEL ÁNGEL FERNÁNDEZ PALOMINO,deudas,28995.00
MANUEL BLASCO MARQUÉS,deudas,16127.00
MANUEL ESCARDA ESCARDA,deudas,150000.00
MANUEL LORENZO VARELA RODRÍGUEZ,deudas,18000.00
MANUEL MIRANDA MARTÍNEZ,deudas,16864.00
MARÍA ADELAIDA PEDROSA ROLDÁN,deudas,23544.11
MARÍA ÁNGELES MUÑOZ URIOL,deudas,37728.12
MARÍA ÁNGELES MUÑOZ URIOL,deudas,247300.00
MARÍA ÁNGELES MUÑOZ URIOL,deudas,94757.60
MARÍA ASCENSIÓN GODOY TENA,deudas,5276.79
MARÍA CARMEN ISABEL POBO SÁNCHEZ,deudas,85594.22
MARÍA DE LAS MERCEDES CANTALAPIEDRA ÁLVAREZ,deudas,339278.12
MARÍA DE LAS MERCEDES CANTALAPIEDRA ÁLVAREZ,deudas,132415.18
MARÍA DE LAS MERCEDES CANTALAPIEDRA ÁLVAREZ,deudas,5000.00
MARÍA DE LOS ÁNGELES LUNA MORALES,deudas,50557.00
MARÍA DEL CARMEN LEYTE COELLO,deudas,17846.08
MARÍA DEL CARMEN MÍNGUEZ SIERRA,deudas,6747.22
MARÍA DEL CARMEN MÍNGUEZ SIERRA,deudas,3366.95
MARÍA DEL CARMEN MORÁN FRANCO,deudas,31771.62
MARÍA DEL CARMEN MORÁN FRANCO,deudas,42422.82
MARÍA DEL CARMEN MORÁN FRANCO,deudas,266983.73
MARÍA DOLORES ETXANO VARELA,deudas,14570.73
MARÍA DOLORES ETXANO VARELA,deudas,3986.69
MARÍA ELENA DIEGO CASTELLANOS,deudas,7784.98
MARÍA ELENA DIEGO CASTELLANOS,deudas,89220.18
MARÍA ELENA DIEGO CASTELLANOS,deudas,7273.18
MARÍA ELENA DIEGO CASTELLANOS,deudas,18775.00
MARÍA ESTHER CARMONA DELGADO,deudas,69868.93
MARÍA ESTHER CARMONA DELGADO,deudas,6603.11
MARÍA ESTHER CARMONA DELGADO,deudas,10691.80
MARÍA ISABEL MORENO DUQUE,deudas,10872.74
MARÍA ISABEL MORENO DUQUE,deudas,14524.96
MARÍA ISABEL MORENO DUQUE,deudas,8649.00
MARÍA ISABEL VAQUERO MONTERO,deudas,56249.74
MARÍA JESÚS CASTRO MATEOS,deudas,107301.00
MARÍA JESÚS CASTRO MATEOS,deudas,15000.00
MARÍA JESÚS SERRANO JIMÉNEZ,deudas,20211.13
MARÍA LUISA BUSTINDUY BARRERO,deudas,72057.00
MARÍA LUISA BUSTINDUY BARRERO,deudas,168450.00
MARÍA MAR HORMIGO LEÓN,deudas,24500.00
MARÍA MAR HORMIGO LEÓN,deudas,16000.00
MARÍA MARGARITA PEREGRINA ADRIO TARACIDO,deudas,5200.00
MARÍA MERCEDES OTERO GARCÍA,deudas,50434.11
MARÍA MERCEDES OTERO GARCÍA,deudas,13917.52
MARÍA NIEVES HERNÁNDEZ ESPINAL,deudas,125781.44
MARÍA NIEVES HERNÁNDEZ ESPINAL,deudas,2236.17
MARÍA PILAR ALÍA AGUADO,deudas,60000.00
MARÍA PILAR GONZÁLEZ MODINO,deudas,168529.46
MARÍA PILAR MARTÍNEZ PEÑARRUBIA,deudas,40964.34
MARÍA ROSA PERAL DÍEZ,deudas,50370.00
MARÍA ROSA PERAL DÍEZ,deudas,252.00
MARÍA TERESA FERNÁNDEZ MOLINA,deudas,5940.59
MARÍA TERESA LÓPEZ MARTÍN,deudas,81828.00
MARÍA TERESA LÓPEZ MARTÍN,deudas,13983.77
MARÍA TERESA LÓPEZ MARTÍN,deudas,12950.29
MARÍA TERESA MACÍAS MATEOS,deudas,60629.29
MARÍA TERESA MACÍAS MATEOS,deudas,20748.72
MARIA TERESA RIVERO SEGALÀS,deudas,167257.39
MARÍA VICTORIA DE PABLO DÁVILA,deudas,156597.00
MARÍA VICTORIA DE PABLO DÁVILA,deudas,1743.00
MERCEDES FERNÁNDEZ GONZÁLEZ,deudas,26066.02
MICAELA NAVARRO GARZÓN,deudas,67500.00
MICAELA NAVARRO GARZÓN,deudas,25300.00
MIGUEL ÁNGEL HEREDIA DÍAZ,deudas,65332.64
MIGUEL ÁNGEL NACARINO MURIEL,deudas,67624.93
MIGUEL ÁNGEL VÁZQUEZ BERMÚDEZ,deudas,-64735.09
MIGUEL ÁNGEL VISO DIÉGUEZ,deudas,47717.11
MIGUEL LORENZO TORRES,deudas,147238.77
MIGUEL SÁNCHEZ LÓPEZ,deudas,13750.00
NEREA AHEDO CEZA,deudas,201582.00
NEREA AHEDO CEZA,deudas,167244.00
OLIVIA MARÍA DELGADO OVAL,deudas,64451.54
PABLO RUZ VILLANUEVA,deudas,118230.00
PALOMA HERNÁNDEZ CEREZO,deudas,74030.00
PATRICIA ABASCAL JIMÉNEZ,deudas,4678.99
PATRICIA ABASCAL JIMÉNEZ,deudas,125504.52
PATRICIA RODRÍGUEZ CALLEJA,deudas,165078.26
PEDRO MANUEL RAMOS NEGRÍN,deudas,840.00
PEDRO MANUEL ROLLÁN OJEDA,deudas,8160.00
PEDRO MANUEL ROLLÁN OJEDA,deudas,316.00
PEDRO MANUEL ROLLÁN OJEDA,deudas,4465.00
PILAR ROJO NOGUERA,deudas,152255.04
PILAR ROJO NOGUERA,deudas,88143.75
PILAR ROJO NOGUERA,deudas,102504.36
RAFAEL ANTONIO HERNANDO FRAILE,deudas,84243.61
RAFAEL DAMIÁN LEMUS RUBIALES,deudas,120000.00
RAFAEL DAMIÁN LEMUS RUBIALES,deudas,27000.00
RAFAEL DAMIÁN LEMUS RUBIALES,deudas,10000.00
RAFAEL ESTEBAN SANTAMARÍA,deudas,430.78
RAFAEL ESTEBAN SANTAMARÍA,deudas,75987.65
RAFAEL ESTEBAN SANTAMARÍA,deudas,33412.30
RAFAEL ESTEBAN SANTAMARÍA,deudas,8602.72
RAMÓN MORALES QUESADA,deudas,20379.07
RAMÓN MORALES QUESADA,deudas,21131.01
RAMÓN MORALES QUESADA,deudas,14685.13
RAMÓN MORALES QUESADA,deudas,142000.00
RAMÓN RODRÍGUEZ LÓPEZ,deudas,9745.66
RAMÓN RODRÍGUEZ LÓPEZ,deudas,53586.00
RIANSARES SERRANO MORALES,deudas,116189.57
ROBERT MASIH NAHAR,deudas,28961.14
ROBERT MASIH NAHAR,deudas,20778.96
ROBERT MASIH NAHAR,deudas,11787.66
SALOMÉ PRADAS TEN,deudas,93400.10
SANTIAGO JOSÉ CASTELLÀ SURRIBAS,deudas,59940.18
SARA MARÍA GALVÁN LOBATO,deudas,15316.50
SARA MARÍA GALVÁN LOBATO,deudas,45710.46
SARA MARÍA GALVÁN LOBATO,deudas,25980.13
SARA MARÍA GALVÁN LOBATO,deudas,7670.93
SARA VILÀ GALÁN,deudas,32187.55
SARA VILÀ GALÁN,deudas,9000.00
SERGIO RAMOS ACOSTA,deudas,440112.00
SERGIO RAMOS ACOSTA,deudas,27258.00
SOFÍA ACEDO REYES,deudas,148678.58
TOMÁS MARCOS ARIAS,deudas,45132.10
TOMÁS MARCOS ARIAS,deudas,4396.06
VICENTE MARTÍNEZ MUS,deudas,39879.15
VICENTE MARTÍNEZ MUS,deudas,63259.82
VICENTE MARTÍNEZ MUS,deudas,13417.84
VICENTE MARTÍNEZ MUS,deudas,21431.06
VICENTE MARTÍNEZ MUS,deudas,5460.10
VÍCTOR JAVIER RUIZ DE DIEGO,deudas,151000.00
VÍCTOR JAVIER RUIZ DE DIEGO,deudas,5000.00
VIOLANTE TOMÁS OLIVARES,deudas,70996.69
VIOLANTE TOMÁS OLIVARES,deudas,102433.56
XAVIER CASTELLANA GAMISANS,deudas,114844.97
YOLANDA MERELO PALOMARES,deudas,75540.00
