unique_id,full_name,first_name,last_name,party,political_group,political_group_IW,gender,congress_page
Fernandoadolfogutiérrezdíazdeotazu,Fernando Adolfo  Gutiérrez Díaz De Otazu, Fernando Adolfo  ,Gutiérrez Díaz de Otazu,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=149&idLegislatura=14
Ferranbelaccensi,Ferran  Bel Accensi, Ferran  ,Bel Accensi,PDeCAT/Plural,GPPlu ,GP. Plural,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=14&idLegislatura=14
Franciscojavierortegasmith-Molina,Francisco Javier  Ortega Smith-Molina, Francisco Javier  ,Ortega Smith-Molina,ERC-S,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=326&idLegislatura=14
Franciscojosécontreraspeláez,Francisco José  Contreras Peláez, Francisco José  ,Contreras Peláez,PSOE,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=229&idLegislatura=14
Franciscojosécontreraspeláez,Francisco José  Contreras Peláez, Francisco José  ,Contreras Peláez,PSOE,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=229&idLegislatura=14
Fuensantalimacid,Fuensanta  Lima Cid, Fuensanta  ,Lima Cid,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=59&idLegislatura=14
Gabrielelorriagapisarik,Gabriel  Elorriaga Pisarik,Gabriel ,Elorriaga Pisarik,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=376&idLegislatura=14
Gabrielrufiánromero,Gabriel  Rufián Romero, Gabriel  ,Rufián Romero,ERC-S,GPR ,GP. Republicano,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=187&idLegislatura=14
Gemalópezsomoza,Gema  López Somoza, Gema  ,López Somoza,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=363&idLegislatura=14
Gemmaaraujomorales,Gemma  Araujo Morales, Gemma  ,Araujo Morales,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=364&idLegislatura=14
Genísboadellaesteve,Genís  Boadella Esteve, Genís  ,Boadella Esteve,VOX,GPPlu ,GP. Plural,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=24&idLegislatura=14
Genísboadellaesteve,Genís  Boadella Esteve, Genís  ,Boadella Esteve,VOX,GPPlu ,GP. Plural,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=24&idLegislatura=14
Georginatríasgil,Georgina  Trías Gil, Georgina  ,Trías Gil,VOX,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=277&idLegislatura=14
Georginatríasgil,Georgina  Trías Gil, Georgina  ,Trías Gil,VOX,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=277&idLegislatura=14
Gerardálvarezigarcía,Gerard Álvarez I García,Gerard,Álvarez I García   ,ERC-S,GPR ,GP. Republicano,M,#N/A
Gerardopisarelloprados,Gerardo  Pisarello Prados, Gerardo  ,Pisarello Prados,ECP-GUAYEM EL CANVI/GCPU-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=290&idLegislatura=14
Germánrenaumartínez,Germán  Renau Martínez, Germán  ,Renau Martínez,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=52&idLegislatura=14
Guillermoantoniomeijóncouselo,Guillermo Antonio  Meijón Couselo, Guillermo Antonio  ,Meijón Couselo,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=1&idLegislatura=14
Guillermodíazgómez,Guillermo  Díaz Gómez, Guillermo  ,Díaz Gómez,Cs,GPCs ,GP. Ciudadanos,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=122&idLegislatura=14
Guillermomariscalanaya,Guillermo  Mariscal Anaya, Guillermo  ,Mariscal Anaya,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=339&idLegislatura=14
Héctorgómezhernández,Héctor  Gómez Hernández, Héctor  ,Gómez Hernández,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=104&idLegislatura=14
Helenacaballerogutiérrez,Helena  Caballero Gutiérrez, Helena  ,Caballero Gutiérrez,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=320&idLegislatura=14
Herminiorufinosanchoíñiguez,Herminio Rufino  Sancho Íñiguez, Herminio Rufino  ,Sancho Íñiguez,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=15&idLegislatura=14
Idoiasagastizabalunzetabarrenetxea,Idoia  Sagastizabal Unzetabarrenetxea, Idoia  ,Sagastizabal Unzetabarrenetxea,EAJ-PNV,GPV (EAJ-PNV),GP. Vasco (EAJ-PNV),F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=98&idLegislatura=14
Ignaciogillázaro,Ignacio  Gil Lázaro, Ignacio  ,Gil Lázaro,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=295&idLegislatura=14
Ignaciolópezcano,Ignacio  López Cano, Ignacio  ,López Cano,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=343&idLegislatura=14
Ilauraberjavega,Ilaura Berja Vega,Ilaura,Berja Vega    ,PSOE,GPS ,GP. Socialista,F,#N/A
Iñakiruizdepinedoundiano,Iñaki  Ruiz De Pinedo Undiano, Iñaki  ,Ruiz de Pinedo Undiano,EH Bildu,GPEHB,GP. Euskal Herria Bildu,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=64&idLegislatura=14
Indaleciogutiérrezsalinas,Indalecio  Gutiérrez Salinas, Indalecio  ,Gutiérrez Salinas,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=358&idLegislatura=14
Inésmaríacañizarespacheco,Inés María  Cañizares Pacheco, Inés María  ,Cañizares Pacheco,Cs,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=152&idLegislatura=14
Inésmaríacañizarespacheco,Inés María  Cañizares Pacheco, Inés María  ,Cañizares Pacheco,Cs,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=152&idLegislatura=14
Inéssabanésnadal,Inés  Sabanés Nadal, Inés  ,Sabanés Nadal,Más País-EQUO/Plural,GPPlu ,GP. Plural,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=234&idLegislatura=14
Íñigobarandiaranbenito,Íñigo  Barandiaran Benito, Íñigo  ,Barandiaran Benito,EAJ-PNV,GPV (EAJ-PNV),GP. Vasco (EAJ-PNV),M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=97&idLegislatura=14
Íñigoerrejóngalván,Íñigo  Errejón Galván, Íñigo  ,Errejón Galván,ERC-S,GPPlu ,GP. Plural,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=233&idLegislatura=14
Íñigoerrejóngalván,Íñigo  Errejón Galván, Íñigo  ,Errejón Galván,ERC-S,GPPlu ,GP. Plural,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=233&idLegislatura=14
Ionebelarraurteaga,Ione  Belarra Urteaga, Ione  ,Belarra Urteaga,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=139&idLegislatura=14
Irenemaríamonterogil,Irene María  Montero Gil, Irene María  ,Montero Gil,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=329&idLegislatura=14
Isabelfrancocarmona,Isabel  Franco Carmona, Isabel  ,Franco Carmona,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=321&idLegislatura=14
Isabelgemapérezrecuerda,Isabel Gema Pérez Recuerda,Isabel,Gema Pérez Recuerda   ,PP,GPP,GP. Popular en el congreso,F,#N/A
Isabelmaríaborregocortés,Isabel María  Borrego Cortés, Isabel María  ,Borrego Cortés,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=130&idLegislatura=14
Isabelpozuetafernandez,Isabel Pozueta Fernandez ,Isabel,Pozueta Fernandez     ,EH Bildu,GPEHB,GP. Euskal Herria Bildu,F,#N/A
Isidromanuelmartínezoblanca,Isidro Manuel  Martínez Oblanca, Isidro Manuel  ,Martínez Oblanca,FAC/Mx,GPMX,GP. Mixto,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=20&idLegislatura=14
Jaimeeduardodeolanovela,Jaime Eduardo De  Olano Vela, Jaime Eduardo de  ,Olano Vela,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=167&idLegislatura=14
Jaimemiguelmateuistúriz,Jaime Miguel  Mateu Istúriz, Jaime Miguel  ,Mateu Istúriz,ECP-GUAYEM EL CANVI/GCPU-EC-GC,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=133&idLegislatura=14
Jaimemiguelmateuistúriz,Jaime Miguel  Mateu Istúriz, Jaime Miguel  ,Mateu Istúriz,ECP-GUAYEM EL CANVI/GCPU-EC-GC,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=133&idLegislatura=14
Jaumeasensllodrà,Jaume  Asens Llodrà, Jaume  ,Asens Llodrà,VOX,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=291&idLegislatura=14
Jaumeasensllodrà,Jaume  Asens Llodrà, Jaume  ,Asens Llodrà,VOX,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=291&idLegislatura=14
Javieralfonsocendón,Javier  Alfonso Cendón, Javier  ,Alfonso Cendón,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=103&idLegislatura=14
Javierantóncacho,Javier  Antón Cacho, Javier  ,Antón Cacho,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=100&idLegislatura=14
Javierbascorugeira,Javier  Bas Corugeira, Javier  ,Bas Corugeira,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=118&idLegislatura=14
Javiercerqueirogonzález,Javier  Cerqueiro González, Javier  ,Cerqueiro González,PsdeG-PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=47&idLegislatura=14
Javiermerinomartínez,Javier  Merino Martínez, Javier  ,Merino Martínez,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=138&idLegislatura=14
Javiersánchezserna,Javier  Sánchez Serna, Javier  ,Sánchez Serna,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=67&idLegislatura=14
Jesúspostigoquintana,Jesús  Postigo Quintana, Jesús  ,Postigo Quintana,pp,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=51&idLegislatura=14
Joanbaldovíroda,Joan  Baldoví Roda, Joan  ,Baldoví Roda,Més Compromís/Plural,GPPlu ,GP. Plural,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=247&idLegislatura=14
Joancapdevilaiesteve,Joan  Capdevila I Esteve, Joan  ,Capdevila i Esteve,ERC-S,GPR ,GP. Republicano,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=172&idLegislatura=14
Joanmargallsastre,Joan  Margall Sastre, Joan  ,Margall Sastre,ERC-S,GPR ,GP. Republicano,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=193&idLegislatura=14
Joanmiquelmenaarca,Joan  Mena Arca, Joan  ,Mena Arca,ECP-GUAYEM EL CANVI/GCPU-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=264&idLegislatura=14
Joanruizicarbonell,Joan  Ruiz I Carbonell, Joan  ,Ruiz i Carbonell,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=209&idLegislatura=14
Joaquínmaríagarcíadíez,Joaquín María  García Díez, Joaquín María  ,García Díez,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=11&idLegislatura=14
Joaquínrobleslópez,Joaquín  Robles López, Joaquín  ,Robles López,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=246&idLegislatura=14
Joniñarritugarcía,Jon  Iñarritu García, Jon  ,Iñarritu García,EH Bildu,GPEHB,GP. Euskal Herria Bildu,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=62&idLegislatura=14
Jordisalvadoriduch,Jordi  Salvador I Duch, Jordi  ,Salvador i Duch,ERC-S,GPR ,GP. Republicano,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=184&idLegislatura=14
Joséalbertoherrerobono,José Alberto  Herrero Bono, José Alberto  ,Herrero Bono,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=239&idLegislatura=14
Joséángelalonsopérez,José Ángel  Alonso Pérez, José Ángel  ,Alonso Pérez,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=244&idLegislatura=14
Joséantoniobermúdezdecastrofernández,José Antonio  Bermúdez De Castro Fernández, José Antonio  ,Bermúdez de Castro Fernández,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=181&idLegislatura=14
Joséantoniorodríguezsalas,José Antonio  Rodríguez Salas, José Antonio  ,Rodríguez Salas,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=6&idLegislatura=14
Josebaandoniagirretxeaurresti,Joseba Andoni  Agirretxea Urresti, Joseba Andoni  ,Agirretxea Urresti,EAJ-PNV,GPV (EAJ-PNV),GP. Vasco (EAJ-PNV),M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=99&idLegislatura=14
Josécarlosdíazrodríguez,José Carlos Díaz Rodríguez,José,Carlos Díaz Rodríguez   ,PSOE,GPS ,GP. Socialista,M,#N/A
Josécarlosduránperalta,José Carlos  Durán Peralta, José Carlos  ,Durán Peralta,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=342&idLegislatura=14
Josefaandrésbarea,Josefa  Andrés Barea, Josefa  ,Andrés Barea,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=66&idLegislatura=14
Joséfranciscoduquemorán,José Francisco Duque Morán,José,Francisco Duque Morán   ,PSOE,GPS ,GP. Socialista,M,#N/A
Joséignacioechánizsalgado,José Ignacio  Echániz Salgado, José Ignacio  ,Echániz Salgado,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=89&idLegislatura=14
Joséignacioromanícantera,José Ignacio Romaní Cantera,José,Ignacio Romaní Cantera   ,PP,GPP,GP. Popular en el congreso,M,#N/A
Josélosadafernández,José  Losada Fernández, José  ,Losada Fernández,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=353&idLegislatura=14
JoséLuisacevesgalindo,José Luis  Aceves Galindo, José Luis  ,Aceves Galindo,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=56&idLegislatura=14
Joséluisbuenopinto,José Luis Bueno Pinto,José,Luis Bueno Pinto   ,UP/GCUP-EC-GC,GCUP-EC-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,#N/A
Joséluisramosrodríguez,José Luis  Ramos Rodríguez, José Luis  ,Ramos Rodríguez,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=218&idLegislatura=14
Josémaríaespejo-Saavedraconesa,José María  Espejo-Saavedra Conesa, José María  ,Espejo-Saavedra Conesa,Cs,GPCs ,GP. Ciudadanos,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=257&idLegislatura=14
Josémaríafigaredoálvarez-Sala,José María  Figaredo Álvarez-Sala, José María  ,Figaredo Álvarez-Sala,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=318&idLegislatura=14
Josémaríamazónramos,José María  Mazón Ramos, José María  ,Mazón Ramos,PRC/Mx,GPMX,GP. Mixto,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=349&idLegislatura=14
Josémaríasánchezgarcía,José María  Sánchez García, José María  ,Sánchez García,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=322&idLegislatura=14
Joséortizgalván,José  Ortiz Galván, José  ,Ortiz Galván,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=134&idLegislatura=14
Joseppagèsimassó,Josep Pagès I Massó,Josep,Pagès I Massó   ,JxCat-JUNTS/Plural,GPPlu ,GP. Plural,M,#N/A
Joséramírezdelrío,José  Ramírez Del Río, José  ,Ramírez del Río,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=93&idLegislatura=14
Joséramónortegadomínguez,José Ramón  Ortega Domínguez, José Ramón  ,Ortega Domínguez,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=368&idLegislatura=14
Josézaragozaalonso,José  Zaragoza Alonso, José  ,Zaragoza Alonso,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=196&idLegislatura=14
Josunegorospeelezcano,Josune  Gorospe Elezcano, Josune  ,Gorospe Elezcano,EAJ-PNV,GPV (EAJ-PNV),GP. Vasco (EAJ-PNV),F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=96&idLegislatura=14
Juanantoniocallejascano,Juan Antonio  Callejas Cano, Juan Antonio  ,Callejas Cano,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=35&idLegislatura=14
Juanantoniolópezdeuraldegarmendia,Juan Antonio  López De Uralde Garmendia, Juan Antonio  ,López de Uralde Garmendia,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=205&idLegislatura=14
