unique_id,full_name,first_name,last_name,party,political_group,political_group_IW,gender,congress_page
Montserratbassacoll,Montserrat  Bassa Coll, Montserrat  ,Bassa Coll,ERC-S,GPR ,GP. Republicano,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=192&idLegislatura=14
Natividadgonzálezlaso,Natividad González Laso,Natividad,González Laso    ,PSOE,GPS ,GP. Socialista,F,#N/A
Néstorregocandamil,Néstor  Rego Candamil, Néstor  ,Rego Candamil,BNG/Plural,GPPlu ,GP. Plural,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=40&idLegislatura=14
Noemívillagrasaquero,Noemí  Villagrasa Quero, Noemí  ,Villagrasa Quero,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=49&idLegislatura=14
Normapujolifarré,Norma  Pujol I Farré, Norma  ,Pujol i Farré,ERC-S,GPR ,GP. Republicano,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=191&idLegislatura=14
Omaranguitapérez,Omar  Anguita Pérez, Omar  ,Anguita Pérez,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=354&idLegislatura=14
Onofremirallesmartín,Onofre Miralles Martín,Onofre,Miralles Martín    ,VOX,GPVOX ,GP. VOX,M,#N/A
Óscarclavelllópez,Óscar  Clavell López, Óscar  ,Clavell López,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=108&idLegislatura=14
Óscargamazomicó,Óscar  Gamazo Micó, Óscar  ,Gamazo Micó,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=212&idLegislatura=14
Oskarmatutegarcíadejalón,Oskar  Matute García De Jalón, Oskar  ,Matute García de Jalón,EH Bildu,GPEHB,GP. Euskal Herria Bildu,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=63&idLegislatura=14
Pablocambroneropiqueras,Pablo  Cambronero Piqueras, Pablo  ,Cambronero Piqueras,Mx,GPCs ,GP. Ciudadanos,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=58&idLegislatura=14
Pabloecheniquerobba,Pablo  Echenique Robba, Pablo  ,Echenique Robba,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=13&idLegislatura=14
Pablohispániglesiasdeussel,Pablo  Hispán Iglesias De Ussel, Pablo  ,Hispán Iglesias de Ussel,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=309&idLegislatura=14
Pablojuancalvoliste,Pablo Juan  Calvo Liste, Pablo Juan  ,Calvo Liste,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=213&idLegislatura=14
Pablosáezalonso-Muñumer,Pablo  Sáez Alonso-Muñumer, Pablo  ,Sáez Alonso-Muñumer,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=278&idLegislatura=14
Palomagázquezcollado,Paloma  Gázquez Collado, Paloma  ,Gázquez Collado,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=279&idLegislatura=14
Patriciablanqueralcaraz,Patricia  Blanquer Alcaraz, Patricia  ,Blanquer Alcaraz,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=71&idLegislatura=14
Patriciadelasherasfernández,Patricia  De Las Heras Fernández, Patricia  ,De las Heras Fernández,VOX,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=248&idLegislatura=14
Patriciaruedaperelló,Patricia  Rueda Perelló, Patricia  ,Rueda Perelló,VOX,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=75&idLegislatura=14
Patxilópezálvarez,Patxi  López Álvarez, Patxi  ,López Álvarez,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=61&idLegislatura=14
Paumaríklose,Pau  Marí Klose, Pau  ,Marí Klose,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=73&idLegislatura=14
Pedroantoniohonrubiahurtado,Pedro Antonio  Honrubia Hurtado, Pedro Antonio  ,Honrubia Hurtado,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=68&idLegislatura=14
Pedrocasareshontañón,Pedro  Casares Hontañón, Pedro  ,Casares Hontañón,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=347&idLegislatura=14
Pedrofernándezhernández,Pedro  Fernández Hernández, Pedro  ,Fernández Hernández,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=146&idLegislatura=14
Pedrojesúsrequejonovoa,Pedro Jesús  Requejo Novoa, Pedro Jesús  ,Requejo Novoa,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=85&idLegislatura=14
Pedronavarrolópez,Pedro  Navarro López, Pedro  ,Navarro López,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=220&idLegislatura=14
Pedrosánchezpérez-Castejón,Pedro  Sánchez Pérez-Castejón, Pedro  ,Sánchez Pérez-Castejón,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=274&idLegislatura=14
Percivalmanglanoalbacar,Percival Manglano Albacar,Percival,Manglano Albacar    ,PP,GPP,GP. Popular en el congreso,M,#N/A
Perejoanponssampietro,Pere Joan  Pons Sampietro, Pere Joan  ,Pons Sampietro,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=223&idLegislatura=14
Pilarcalvogómez,Pilar Calvo Gómez,Pilar,Calvo Gómez    ,JxCat-JUNTS/Plural,GPPlu ,GP. Plural,F,#N/A
Pilargarridogutiérrez,Pilar  Garrido Gutiérrez, Pilar  ,Garrido Gutiérrez,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=210&idLegislatura=14
Pilarmarcosdomínguez,Pilar  Marcos Domínguez, Pilar  ,Marcos Domínguez,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=143&idLegislatura=14
Pilarvallugerabalañà,Pilar  Vallugera Balañà, Pilar  ,Vallugera Balañà,ERC-S,GPR ,GP. Republicano,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=88&idLegislatura=14
Rafaelacrespínrubio,Rafaela  Crespín Rubio, Rafaela  ,Crespín Rubio,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=107&idLegislatura=14
Rafaelfernández-Lomanagutiérrez,Rafael  Fernández-Lomana Gutiérrez, Rafael  ,Fernández-Lomana Gutiérrez,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=294&idLegislatura=14
Rafaeljosévélez,Rafael  José Vélez, Rafael  ,José Vélez,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=361&idLegislatura=14
Rafaelmayoralperales,Rafael  Mayoral Perales, Rafael  ,Mayoral Perales,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=336&idLegislatura=14
Rafaelsimancassimancas,Rafael  Simancas Simancas, Rafael  ,Simancas Simancas,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=287&idLegislatura=14
Raquelpedrajasáinz,Raquel  Pedraja Sáinz, Raquel  ,Pedraja Sáinz,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=362&idLegislatura=14
Ricardochamorrodelmo,Ricardo  Chamorro Delmo, Ricardo  ,Chamorro Delmo,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=125&idLegislatura=14
Ricardotarnoblanco,Ricardo Tarno Blanco,Ricardo,Tarno Blanco    ,PP,GPP,GP. Popular en el congreso,M,#N/A
Robertogarcíamorís,Roberto  García Morís, Roberto  ,García Morís,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=231&idLegislatura=14
Robertouriartetorrealday,Roberto  Uriarte Torrealday, Roberto  ,Uriarte Torrealday,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=207&idLegislatura=14
Rocíodemeerméndez,Rocío  De Meer Méndez, Rocío  ,De Meer Méndez,VOX,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=340&idLegislatura=14
Rodrigojiménezrevuelta,Rodrigo  Jiménez Revuelta, Rodrigo  ,Jiménez Revuelta,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=165&idLegislatura=14
Rosamaríamedelpérez,Rosa María  Medel Pérez, Rosa María  ,Medel Pérez,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=355&idLegislatura=14
Rosamaríaromerosánchez,Rosa María  Romero Sánchez, Rosa María  ,Romero Sánchez,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=36&idLegislatura=14
Rosermaestromoliner,Roser  Maestro Moliner, Roser  ,Maestro Moliner,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=282&idLegislatura=14
Rubéndaríovegaarias,Rubén Darío  Vega Arias, Rubén Darío  ,Vega Arias,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=271&idLegislatura=14
Rubénsilvanomansoolivar,Rubén Silvano  Manso Olivar, Rubén Silvano  ,Manso Olivar,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=119&idLegislatura=14
Sandraguaitaesteruelas,Sandra  Guaita Esteruelas, Sandra  ,Guaita Esteruelas,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=208&idLegislatura=14
Santiagoabascalconde,Santiago  Abascal Conde, Santiago  ,Abascal Conde,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=43&idLegislatura=14
Santoscerdánleón,Santos  Cerdán León, Santos  ,Cerdán León,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=163&idLegislatura=14
Sebastiánjesúsledesmamartín,Sebastián Jesús  Ledesma Martín, Sebastián Jesús  ,Ledesma Martín,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=110&idLegislatura=14
Sergimiquelivalentí,Sergi  Miquel I Valentí, Sergi  ,Miquel i Valentí,PDeCAT/Plural,GPPlu ,GP. Plural,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=23&idLegislatura=14
Sergiogutiérrezprieto,Sergio  Gutiérrez Prieto, Sergio  ,Gutiérrez Prieto,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=180&idLegislatura=14
Sergiosayaslópez,Sergio  Sayas López, Sergio  ,Sayas López,UPN/Mx,GPMX,GP. Mixto,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=55&idLegislatura=14
Sofíafernándezcastañón,Sofía  Fernández Castañón, Sofía  ,Fernández Castañón,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=272&idLegislatura=14
Sofíahernanzcosta,Sofía  Hernanz Costa, Sofía  ,Hernanz Costa,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=289&idLegislatura=14
Soniaferrertesoro,Sonia  Ferrer Tesoro, Sonia  ,Ferrer Tesoro,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=114&idLegislatura=14
Soniaguerralópez,Sonia  Guerra López, Sonia  ,Guerra López,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=357&idLegislatura=14
Susanarosmartínez,Susana  Ros Martínez, Susana  ,Ros Martínez,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=53&idLegislatura=14
Susanasumelzojordán,Susana  Sumelzo Jordán, Susana  ,Sumelzo Jordán,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=126&idLegislatura=14
Tomáscabezóncasas,Tomás  Cabezón Casas, Tomás  ,Cabezón Casas,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=28&idLegislatura=14
Tomásfernándezríos,Tomás  Fernández Ríos, Tomás  ,Fernández Ríos,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=330&idLegislatura=14
Tomásguitartegimeno,Tomás  Guitarte Gimeno, Tomás  ,Guitarte Gimeno,Teruel Existe/Mx,GPMX,GP. Mixto,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=306&idLegislatura=14
Tristanamaríamoralejagómez,Tristana María  Moraleja Gómez, Tristana María  ,Moraleja Gómez,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=57&idLegislatura=14
Txemaguijarrogarcía,Txema  Guijarro García, Txema  ,Guijarro García,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=344&idLegislatura=14
Uxíatizónvázquez,Uxía  Tizón Vázquez, Uxía  ,Tizón Vázquez,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=374&idLegislatura=14
Valentinamartinezferro,Valentina Martinez Ferro,Valentina ,Martinez Ferro    ,PP,GPP,GP. Popular en el congreso,F,#N/A
Valentíngarcíagómez,Valentín  García Gómez, Valentín  ,García Gómez,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=226&idLegislatura=14
Vicentebetoretcoll,Vicente  Betoret Coll, Vicente  ,Betoret Coll,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=228&idLegislatura=14
Vicentetiradoochoa,Vicente  Tirado Ochoa, Vicente  ,Tirado Ochoa,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=16&idLegislatura=14
Vicentmanuelsarriàmorell,Vicent Manuel  Sarrià Morell, Vicent Manuel  ,Sarrià Morell,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=90&idLegislatura=14
Víctorgonzálezcoellodeportugal,Víctor  González Coello De Portugal, Víctor  ,González Coello de Portugal,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=76&idLegislatura=14
Víctormanuelsánchezdelreal,Víctor Manuel  Sánchez Del Real, Víctor Manuel  ,Sánchez del Real,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=195&idLegislatura=14
Víctorvalentínpírizmaya,Víctor Valentín  Píriz Maya, Víctor Valentín  ,Píriz Maya,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=9&idLegislatura=14
Yolandadíazpérez,Yolanda  Díaz Pérez, Yolanda  ,Díaz Pérez,EC-UP/GCPU-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=171&idLegislatura=14
Yolandasevaruiz,Yolanda  Seva Ruiz, Yolanda  ,Seva Ruiz,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=137&idLegislatura=14
Zaidacanteradecastro,Zaida  Cantera De Castro, Zaida  ,Cantera de Castro,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=38&idLegislatura=14
